,b,tau_a,dom_frequ,down_duration,up_duration
0,0.19999999999999998,1800,0.9916666666666667,0.31646806722689075,0.6919352941176471
0,0.24999999999999997,1800,1.1333333333333333,0.2888705882352941,0.5934823529411765
0,0.3,1800,1.1083333333333334,0.258609022556391,0.6436466165413535
0,0.35,1800,1.4916666666666667,0.27055307262569833,0.39983798882681565
0,0.39999999999999997,1800,1.6083333333333334,0.2591818652849741,0.362579792746114
0,0.44999999999999996,1800,0.0,0.0,0.0
0,0.49999999999999994,1800,0.0,0.0,0.0
0,0.5499999999999999,1800,0.0,0.0,0.0
0,0.6,1800,0.0,0.0,0.0
0,0.0,2100,0.008333333333333333,120.0,0.0
0,0.049999999999999996,2100,0.425,0.637521568627451,1.7154196078431376
0,0.09999999999999999,2100,0.625,0.45590800000000004,1.144092
0,0.15,2100,0.7833333333333333,0.38044255319148945,0.8961531914893618
0,0.19999999999999998,2100,1.0166666666666666,0.35735163934426234,0.6262549180327869
0,0.24999999999999997,2100,1.05,0.31334126984126986,0.6390396825396826
0,0.3,2100,1.2666666666666666,0.3081144736842106,0.4813592105263158
0,0.35,2100,1.2833333333333332,0.27855,0.5006707792207793
0,0.39999999999999997,2100,1.575,0.29001851851851856,0.3449021164021165
0,0.44999999999999996,2100,0.0,0.0,0.0
0,0.49999999999999994,2100,0.0,0.0,0.0
0,0.5499999999999999,2100,0.0,0.0,0.0
0,0.6,2100,0.0,0.0,0.0
0,0.0,2400,0.008333333333333333,120.0,0.0
0,0.049999999999999996,2400,0.45,0.7073814814814815,1.5148407407407407
0,0.09999999999999999,2400,0.5833333333333334,0.48764428571428575,1.2266414285714287
0,0.15,2400,0.7333333333333333,0.4079363636363637,0.9557000000000001
0,0.19999999999999998,2400,0.8583333333333333,0.36713689320388354,0.7979116504854369
0,0.24999999999999997,2400,0.9833333333333333,0.33393983050847464,0.6830093220338983
0,0.3,2400,1.1833333333333333,0.3297697183098592,0.5153007042253521
0,0.35,2400,1.375,0.3235406060606061,0.40373212121212126
0,0.39999999999999997,2400,1.475,0.3090593220338983,0.368906779661017
0,0.44999999999999996,2400,0.0,0.0,0.0
0,0.49999999999999994,2400,0.0,0.0,0.0
0,0.5499999999999999,2400,0.0,0.0,0.0
0,0.6,2400,0.0,0.0,0.0
0,0.0,2700,0.008333333333333333,0.0,120.0
0,0.049999999999999996,2700,0.425,0.7393803921568629,1.6135607843137256
0,0.09999999999999999,2700,0.6166666666666667,0.5370945945945946,1.084527027027027
0,0.15,2700,0.6916666666666667,0.4354602409638555,1.0103228915662652
0,0.19999999999999998,2700,0.8083333333333333,0.38896288659793815,0.8481505154639176
0,0.24999999999999997,2700,0.9249999999999999,0.3553261261261262,0.7257549549549551
0,0.3,2700,1.0333333333333332,0.3330395161290323,0.6347024193548388
