,I_e,I_i,dom_frequ,up_space,down_space
0,0.6222222222222222,0.088888888888889,7.0,4.241071428571429,2.9017857142857144
0,0.6222222222222222,0.5333333333333332,2.0,22.4609375,2.5390625
0,0.6222222222222222,0.577777777777778,2.0,22.265625,2.734375
0,0.6222222222222222,0.666666666666667,2.0,2.34375,22.65625
0,0.6222222222222222,0.7111111111111112,1.0,3.515625,46.484375
0,0.666666666666667,-0.2222222222222221,6.0,6.25,2.083333333333333
0,0.666666666666667,-0.1777777777777778,5.0,7.656250000000001,2.34375
0,0.666666666666667,-0.1333333333333333,6.0,5.989583333333334,2.34375
0,0.666666666666667,-0.0888888888888888,6.0,5.989583333333334,2.34375
0,0.666666666666667,-0.0444444444444442,6.0,5.859375,2.473958333333333
0,0.666666666666667,0.0,6.0,5.598958333333334,2.734375
0,0.666666666666667,0.0444444444444447,6.0,5.598958333333334,2.734375
0,0.666666666666667,0.088888888888889,5.0,7.03125,2.96875
0,0.666666666666667,0.1333333333333333,7.0,4.296875,2.845982142857143
0,0.666666666666667,0.4888888888888889,2.0,22.8515625,2.1484375
0,0.666666666666667,0.6222222222222222,2.0,19.53125,5.46875
0,0.666666666666667,0.666666666666667,1.0,44.140625,5.859375
0,0.7111111111111112,-0.1333333333333333,4.0,10.7421875,1.7578125
0,0.7111111111111112,-0.0888888888888888,6.0,5.989583333333334,2.34375
0,0.7111111111111112,-0.0444444444444442,6.0,5.859375,2.473958333333333
0,0.7111111111111112,0.0,6.0,5.859375,2.473958333333333
0,0.7111111111111112,0.0444444444444447,6.0,5.598958333333334,2.734375
0,0.7111111111111112,0.088888888888889,6.0,5.598958333333334,2.734375
0,0.7111111111111112,0.1333333333333333,7.0,4.408482142857143,2.734375
0,0.7111111111111112,0.177777777777778,7.0,4.352678571428571,2.7901785714285716
0,0.7111111111111112,0.4444444444444446,1.0,46.09375,3.90625
0,0.7111111111111112,0.5333333333333332,2.0,20.703125,4.296875
0,0.7111111111111112,0.577777777777778,0.0,inf,inf
0,0.7111111111111112,0.6222222222222222,3.0,13.541666666666666,3.125
0,0.7111111111111112,0.666666666666667,0.0,inf,inf
0,0.7555555555555555,0.0,6.0,5.989583333333334,2.34375
0,0.7555555555555555,0.0444444444444447,6.0,5.859375,2.473958333333333
0,0.7555555555555555,0.088888888888889,6.0,5.859375,2.473958333333333
0,0.7555555555555555,0.1333333333333333,6.0,5.598958333333334,2.734375
0,0.7555555555555555,0.177777777777778,7.0,4.408482142857143,2.734375
0,0.7555555555555555,0.4444444444444446,2.0,23.2421875,1.7578125
0,0.7555555555555555,0.4888888888888889,1.0,46.09375,3.90625
0,0.7555555555555555,0.5333333333333332,2.0,23.046875,1.953125
0,0.7555555555555555,0.6222222222222222,7.0,7.142857142857142,0.0
0,0.7555555555555555,0.666666666666667,2.0,22.65625,2.34375
0,0.8000000000000003,0.088888888888889,0.0,inf,
0,0.8000000000000003,0.1333333333333333,6.0,5.989583333333334,2.34375
0,0.8000000000000003,0.177777777777778,6.0,5.729166666666666,2.604166666666667
0,0.8000000000000003,0.2222222222222223,7.0,4.631696428571429,2.5111607142857144
0,0.8000000000000003,0.4444444444444446,0.0,inf,inf
0,0.8000000000000003,0.4888888888888889,1.0,46.484375,3.515625
0,0.8000000000000003,0.5333333333333332,2.0,23.2421875,1.7578125
0,0.8000000000000003,0.577777777777778,5.0,10.0,0.0
0,0.8000000000000003,0.6222222222222222,0.0,inf,inf
0,0.8444444444444446,0.2666666666666666,7.0,4.743303571428571,2.3995535714285716
0,0.8444444444444446,0.5333333333333332,1.0,46.484375,3.515625
0,0.8888888888888888,0.3111111111111113,0.0,inf,
0,0.8888888888888888,0.3999999999999999,0.0,inf,inf
0,0.8888888888888888,0.4444444444444446,0.0,inf,inf
0,0.8888888888888888,0.4888888888888889,4.0,12.5,0.0
0,0.8888888888888888,0.5333333333333332,5.0,10.0,0.0
0,0.8888888888888888,0.577777777777778,1.0,46.875,3.125
0,0.9333333333333336,0.6222222222222222,4.0,12.5,0.0
